cov1	cov2
0	5.69520085411019
0	3.72424555352976
1	6.42285962624224
1	5.78063720129867
1	5.05049910099766
1	7.29969149542716
1	4.05052393890362
1	4.96505776242716
0	6.70565006556041
0	5.50882732051587
1	4.30340353309014
1	5.99220476550269
0	5.88263129719792
1	3.84233236748432
1	5.66650816531702
0	4.59891493704996
1	5.37288437265157
1	6.40112564738689
0	5.75348106705883
1	4.22589196521233
0	5.0446721985474
1	5.89728525835319
1	5.74795124218412
1	5.48238256502765
1	4.66670915005307
1	3.75245538123383
0	5.44499631639432
1	4.44805314843792
0	6.05425609651014
0	4.4891749645061
0	5.41484615208406
0	5.97737715137504
1	7.76372756442967
1	4.46987391471943
0	5.84702341486122
1	5.00611991777376
0	6.45555019438209
0	5.85950797126005
0	2.72472096741056
1	5.78862292900418
0	4.00625574432615
0	2.76766609066236
0	6.41126062636754
1	4.81247585864263
1	6.72164263972465
1	4.37191467083794
1	5.05796385113926
1	4.92369012044336
1	3.46997722314835
1	6.21788258570599
1	3.4281138286965
1	4.87027215044957
1	6.06936711609298
0	4.83971329960305
1	4.80210614385006
0	4.99003140021789
0	5.37628738669745
1	6.6853005180441
1	5.18221169770872
0	4.69986965698828
1	5.60039244920337
1	3.85425615912008
0	6.37597890508369
0	5.04148720269408
0	5.86347348487036
0	5.36010559683395
1	6.22623146653734
1	5.44205191986634
1	5.14432455305393
1	6.44167046743871
0	5.90664211822258
1	5.67827854055574
1	5.0366592496709
0	6.98132763480001
1	4.32759032341175
1	5.24341662979526
0	3.24386089024798
1	6.05395823025355
0	4.25002871267374
1	5.66706669761877
0	4.75811942325754
1	5.48033150019232
0	3.37553612428075
0	5.41574374092936
0	5.57255935889955
0	5.85198048152751
0	6.10863841239217
1	3.50847223465943
1	3.57466236640646
0	3.96762235696098
1	5.51364992091427
0	4.84648033311611
1	5.87945274166036
0	5.73987543398457
1	5.22414758581854
0	4.88080493623684
0	4.65344958846814
1	7.11033430943262
0	5.69846364877958
0	6.32087643952552
1	5.76798688660129
1	4.52375606869003
0	4.27075339732748
1	5.42643219752209
0	4.04325902727467
1	4.25426396367629
1	5.95703538728647
0	5.06563020484853
0	6.36677050388693
0	4.12839317875457
1	5.04075734999052
1	2.52563126575283
1	3.31294520871303
0	5.71153819205
0	5.48327602254693
1	4.25080777992732
1	5.96410503435934
0	5.91137257925807
1	4.84754735471321
0	5.49187421898629
0	5.38359739870106
0	5.21208686037983
1	5.29062573875072
0	5.15030988569211
1	6.175660943705
0	3.46230462364639
0	3.5873646798675
1	5.99827155501933
1	4.49122076735115
0	4.4258256376289
0	5.85591615157445
0	4.29979450938978
0	5.94907371260939
1	6.6840942325959
1	6.06214273130063
1	4.67227135594969
0	3.5293364768688
0	6.0943078712536
1	3.68751162259874
0	4.56756115905016
1	3.88023640122396
0	6.52857392654103
0	5.03468655291062
1	4.84279897500759
1	3.18086304897283
0	4.44434110758541
0	5.01113750125638
0	3.65702491281743
0	1.78605665270894
0	5.36103425674549
1	5.70849014383948
0	5.4418290313615
1	5.41333039541365
1	4.63515920880944
0	6.40551592292146
0	5.38844675580261
1	6.05374287383388
0	5.29205106349304
1	3.68382324835305
0	4.76824868823947
1	3.39097490106785
0	4.67684853080629
1	4.60321754801447
0	5.83520738604707
0	4.99561875974181
0	4.56503902726354
1	3.74733009985378
1	3.07255745273935
0	4.78538210200108
0	4.53291976165324
0	3.85495449860384
1	5.65277359408286
0	4.51244325513285
1	5.53978765990542
0	3.69714820967489
0	6.22892353840937
1	2.98544059667949
1	5.56919438967398
1	6.13593011924265
1	5.04746315270896
1	4.31254206610461
1	5.6713930677269
1	5.59571524275535
0	4.0074728676064
1	4.20064426645387
0	3.49088473862141
1	4.32919097782291
1	5.31371295280641
0	4.2504247352241
0	5.38411785079793
0	3.76922166493275
1	5.96018927354095
0	6.39596045450958
1	6.97857067869981
0	5.67411252940407
1	5.40757204751607
0	6.01291883737569
1	4.97871360169895
1	4.88363597744965
0	6.64360870677397
1	6.09145060998394
0	7.17581646548606
1	2.57654953077186
0	4.73891339601904
1	4.98983171476826
1	2.43924720361133
0	4.72697834158557
1	4.76985225398179
0	6.42894602008921
1	5.93550575445009
0	7.21193792930649
0	4.69618488512497
1	4.38428591596022
0	5.15893775716722
0	6.02723519341043
1	4.78143094148304
1	5.69677802732387
0	5.44062254680387
1	3.99701366952764
0	4.56456471780049
0	6.02101777518214
1	3.45363423136448
1	4.75985619491694
1	4.09597923967319
1	5.34117030179423
0	4.12203335090314
1	4.94338686164639
1	4.19363941129873
0	5.46540553414768
1	5.96040617465652
0	5.35543721678289
1	5.17860144376536
0	4.43066574156652
1	5.38559351543995
0	6.11306852118
0	4.20398796972589
0	5.21248661787802
0	4.38042493477519
1	5.660825887709
0	4.91056104358023
0	4.9226617721203
1	5.01921157528834
1	4.71341631980005
1	5.04526025412629
1	7.97920592705816
1	4.70058241386857
0	5.88803015480597
0	5.43251775534575
1	4.7164101566988
0	4.80881618813725
0	4.86121197185461
1	4.11070850781714
1	3.55912726029677
1	4.0142055855219
0	5.36153790849496
0	4.75644119086037
0	4.93116655753128
1	4.16531704407406
0	5.0947326428072
0	4.46637994657528
1	4.16435847479661
0	6.26514506705605
1	3.7438412627808
1	3.70043105937945
1	5.33250338117338
0	4.22495149493749
1	4.5015457776279
0	5.28954931266525
0	4.74776801555283
0	5.04211188833363
0	4.27139097404787
1	6.05090989112192
1	6.43742529986568
1	3.29778396074505
0	4.53841668789836
1	5.28445743153613
0	4.25906340604206
1	3.42369452096029
1	5.29131386108003
1	5.43203120185998
0	5.6683351885227
1	4.36788003064881
1	5.11638306750274
0	5.26798073996592
0	5.31714636861509
0	4.31575356522961
0	5.49647023010503
1	6.40554055013726
0	5.3100915340933
0	6.77334497599395
1	3.3418795593439
0	6.24486565738172
0	4.70254119160025
0	5.66102208210789
0	5.00503339169798
1	4.51096884765385
1	4.74618307009741
0	7.02491114252914
1	3.91565171239706
0	3.80569684352057
1	5.51598125297859
1	4.72000180024417
1	4.2903596286806
1	4.49365210464058
0	5.40023400753447
0	4.94688225235209
0	3.69260331153088
1	4.62090039243103
1	4.22315796565771
1	5.28228370952698
0	5.6746286066178
1	5.92453534276949
0	6.00036297500271
1	5.01380216863139
1	4.45459982364829
1	4.52684198632087
1	2.73329414567263
1	6.21486042484473
1	6.42069446079218
0	5.06375065833935
0	4.58800172577267
1	6.33507141453419
1	4.46468550744043
0	4.81737138348862
0	4.83130991367578
0	3.87774055277897
0	4.60234433450969
1	5.67119601063205
1	5.72347317393126
0	5.80221531360908
0	4.90783990821365
1	6.58517825909058
0	5.82212413032292
0	3.99356113657845
1	6.57267783012828
0	6.0989592395424
0	5.79998865688342
1	4.57603378630953
1	5.37479672916956
0	4.13255811337644
1	2.88146943323887
0	5.53053380880499
0	3.23051436882024
0	6.59214666724145
0	6.02096306292281
0	5.19346636750429
0	5.82433661366391
0	5.53457117986412
0	5.13704578694425
0	4.91874790018642
0	4.24526805618953
1	4.92511665462805
1	5.79064525675351
0	5.17486780465284
0	6.14951844031648
1	5.03221952630296
1	3.99814316479268
0	6.09318442470603
0	4.73679011636673
1	4.97962474059371
1	4.93795987927134
1	4.92347965673079
1	4.96834659105022
0	4.29215187098329
0	3.25090442580235
1	5.2611630379335
0	4.15186729252687
0	4.15601390933996
1	2.86569195308931
0	4.44253763208244
0	4.94931559421328
0	4.45814944250306
0	4.61826723820917
0	5.76021232631893
1	4.32372999659001
1	7.31982657786147
0	6.09012111951115
1	5.01520647576785
0	4.14038075138772
1	4.83891701640218
1	4.91670994982636
1	6.41308239601122
0	5.40988586104277
0	5.13170401591755
0	3.97740692034729
1	5.34641077357727
1	4.50642178903349
0	4.60680409622547
0	4.84483220423179
0	4.66419234038983
0	6.23803819242024
0	5.41153527145064
1	4.33407402201712
0	5.70473820620679
0	6.32852623326366
1	6.35095398560353
1	4.19234518737015
1	6.29889125398635
0	6.5021688433939
0	5.03365945360683
1	6.27277265240974
0	5.70848672414852
1	5.19251158908278
1	6.89181087433805
0	5.56991949053982
0	2.86620475907069
1	3.18386660838553
0	3.91845714051335
1	5.34553887401947
0	2.57741633913967
0	4.25525458588363
1	3.89034700820098
1	4.9808804007598
0	3.60081484888513
1	3.92943835759909
0	5.66956965090039
0	5.69223262998072
0	4.32125271815615
0	5.4757563025535
0	5.59349592711373
0	6.16231698210398
0	4.98729656793062
0	5.62107594164441
1	6.54850013518681
1	4.63075631129675
1	4.71009036875801
0	5.66449498326332
1	5.75399683232475
1	4.92888906989631
1	3.92180046813158
1	3.87928447520753
0	5.43907111187857
0	4.78124426295796
1	4.15841783495498
0	4.75697739095248
1	4.27929836883524
0	5.63876484227236
0	6.14412782548903
1	3.933636380942
0	5.79222745358097
0	3.80364435562065
0	6.21318887111028
0	4.1341943869609
0	5.95023367050374
1	5.68411907070503
1	5.55038493741849
0	3.99000643643133
1	4.17391380982227
0	5.42454304565905
1	5.22371641885163
1	5.76199385872958
1	5.64117326632421
1	7.14940392374544
0	4.52668221303611
1	6.19443471827043
0	5.23410281766144
0	6.32319071823554
1	5.27599143501423
0	5.50552705721732
1	5.77526101352179
1	5.54921739025695
0	5.65406122020185
0	5.70783386321878
0	4.95835800208935
0	3.86794692328287
1	3.57072210096263
1	4.92999349095214
0	6.41543896826473
0	5.50080768906702
0	5.972643437384
0	3.92322456725212
0	4.95929217129117
1	4.92842749526074
1	6.09673197682002
1	6.15782061319988
1	5.10959659670067
0	4.01801004778112
0	5.07653168564716
1	4.95319944185055
1	5.9498003653845
1	4.94850045202686
1	5.58799285910048
0	4.31314654151557
0	5.85500800852605
1	4.29959281101718
0	3.13800630161711
1	5.15184114029752
1	6.26109620296679
0	3.89419822113041
1	3.82462285636351
1	6.13593263595044
0	7.74300464277471
1	4.64685795618366
0	4.75309636007246
1	4.51534935395624
1	4.76536465074531
1	5.27663405360577
1	5.12149507439412
0	3.00077126077368
0	5.01657015574275
1	5.32198194747168
1	3.88874900968811
1	6.23781137265478
1	5.90230671199739
1	5.44098490108861
0	5.96754117203311
0	4.78974803727381
1	5.58367522246123
1	6.03689230352768
0	3.44095415599292
1	3.93533087512883
1	3.42912989104334
1	4.68962438690573
0	3.17491982388716
1	4.56477711554042
1	3.77253575248844
1	3.795882841194
0	4.83795750834299
1	3.47340596811061
1	4.67961148398118
1	4.71733944396148
1	5.31491548866402
0	6.27482803133425
1	4.80493772942749
0	5.66245746813697
1	3.64759911843531
0	3.63437037379658
0	4.85703927421
1	4.93797133940321
0	4.96393324480599
0	6.40582466916623
0	5.69464214913179
0	4.09301495350695
0	5.19221053547993
1	5.88091162605497
1	6.02973453635705
0	4.92688578410375
0	3.35207776775214
0	5.90439576738518
1	5.95453150452198
0	6.33590165323886
1	3.61723158527758
0	4.85028407301428
1	5.22660706674733
1	6.32729755940525
1	2.9449729877798
0	3.69821331723552
1	4.93720326527952
1	5.8747250219082
0	4.56208494355683
1	6.74656861144197
1	5.04292168298534
1	3.14535060670104
1	4.52882713522268
0	3.8748870127482
0	4.45408549257208
0	5.46819064466493
0	3.97691396149312
0	4.45324144533057
0	3.43976693671977
0	5.61074569957368
1	4.39505116571885
0	4.69062909830947
0	5.72176133614378
1	4.96204822742191
0	6.27354505579179
0	5.80591324256734
1	3.77714683594884
1	6.52440901767914
1	4.38536459643797
1	5.91708339272227
1	5.31587140857721
1	3.91264892065649
1	5.18490873899153
0	4.75833979471704
0	4.47240133828701
1	4.41326789974366
0	4.51134391247477
0	4.02973146641848
1	4.21350652633824
0	5.75728430174044
1	6.2457798772552
0	5.75019627041172
1	5.34985128179598
1	4.63599011104818
0	5.36727577684976
0	5.62816271783343
1	4.2763077628922
1	5.90557302960435
0	4.42014716812659
0	4.45293303175594
1	4.66630150997347
1	3.15878302135268
1	4.41763394284196
1	6.51922224590993
1	4.64680230860578
1	5.17239270086184
1	5.22840835432197
0	6.4995678589524
0	3.86618659351378
0	4.52554973243996
0	7.14989066636093
1	4.48660998992246
0	4.5180089991725
1	4.4551545129815
1	4.94072960793722
0	5.63945723806419
1	6.94136287187491
0	7.31806502704876
1	4.58464794289975
0	6.66944788972219
1	5.29333771003795
0	4.5647919809361
1	5.32494033448098
1	4.25962877157077
0	6.72283598006751
0	4.12464120660609
1	5.5553652966079
0	4.78588492753335
1	6.87272229143069
0	4.29097682993999
0	5.58142502398754
1	5.92786508831204
0	5.56770208700204
0	5.52252535776305
0	3.95602673870453
1	4.94348408072919
0	6.25924714897885
0	4.24466994598564
0	4.95151869756891
0	5.43517935237808
0	3.34758363877961
1	3.98193754022488
1	5.37368668184202
1	5.47849300052044
1	5.17570486803125
1	3.8611208798082
1	3.27150435693322
1	4.96858085836094
0	4.81386755009481
1	4.20541057154311
0	4.98965814281197
1	5.37576186459089
1	4.58584319881678
1	5.01776910286582
0	4.72407814272418
1	6.10915132950176
1	3.66812365352706
1	4.7199688557885
0	4.25352339074958
1	5.32373939543681
1	3.47258151080002
0	3.92309777627082
1	4.90236692531531
1	3.22049667070314
0	4.58149995843387
0	6.03727712058799
0	4.60853734936029
0	4.52002322367209
0	4.177766968913
1	3.70280745206267
1	6.82974550592847
1	5.31017259425861
1	5.33686655301115
1	5.40174027519994
0	4.49616765251331
0	4.42767398418464
1	5.44088839202264
1	5.65472332251138
1	4.35243306218006
0	4.5182737276007
0	4.6564437547147
1	5.2239894782505
0	4.80917483452085
0	4.2716239915632
1	3.95687079612228
0	3.52574335856054
0	5.51771280568928
1	5.39229331482674
1	5.19179175925201
0	4.80053083812916
1	6.33439509317293
0	4.69571619311343
1	4.67276531553607
0	6.37899696336951
1	4.21154204235988
0	4.49844376401853
0	5.54537496235808
1	3.98332276514932
0	6.33954216126938
1	4.78967110049653
1	5.02517175458478
1	2.76944478873902
0	4.77764600777305
1	5.74807705327298
1	4.92163250321218
1	2.37731471773849
0	4.66448638809658
1	4.48570881082765
1	6.99535912695315
0	6.03610045132867
0	5.38862808709498
1	5.18515853127816
0	5.28595567177418
1	6.01037896499026
1	4.05272322548696
1	5.89467423871317
1	5.89728846368381
1	4.82190903102545
0	5.7375107921688
0	4.81319107563622
1	7.76130134024436
0	5.50580343414103
0	4.72983027271728
1	5.54477612936252
1	4.58062869990069
1	3.06315438851325
0	5.78396683411178
1	4.92649758585685
0	5.82094607309354
1	3.5939715714549
0	4.13209410317502
0	4.81600213265116
1	4.91522800390466
1	3.62715063377817
0	4.67088552214649
1	4.86995631918658
0	5.27602167854827
0	5.14466340984187
0	4.91840774614033
1	5.32818922884594
0	4.70438756780236
1	2.98624339580441
0	4.1744046086785
0	5.15512538304978
0	6.11608608562352
0	5.59736255409139
0	4.2797957016057
0	3.46081669826433
1	5.37866659719931
1	5.43550967984918
0	4.9990533946358
0	5.97746427830103
0	5.4971292201401
0	3.52890262694655
1	4.1778029237192
1	4.0937598739812
0	4.76266838059648
1	4.41158432537891
1	4.60444716902315
0	4.67694289950701
1	4.36763226721572
1	4.92386729083495
0	4.25784291904038
0	5.13485985530348
0	6.28657389989054
0	6.50380283741712
1	5.71302500522776
1	4.136331910394
0	6.11582092155712
1	4.87390273293778
0	5.32781000803239
1	5.08162945686245
0	4.90983866971506
1	5.38209932235374
0	4.53592323652978
0	4.17808353493063
0	6.00777360247061
1	6.51636085210831
1	7.86667828211129
0	5.02690900809491
1	5.4849012708899
1	7.02954571064992
1	4.09756501333379
1	3.89351251140393
1	5.7718586038644
1	4.78882989720432
0	6.13037200230452
0	4.75015679049794
1	4.65944154386869
1	5.13638946206533
1	6.66442164794571
1	6.77552528939587
1	5.9544308153813
0	3.90856864277055
1	5.02112883219852
1	4.03136663634707
1	4.78826793246668
0	4.6188285716165
0	3.64026382364477
0	6.72941239160102
1	7.14298898081836
1	3.86851214988251
1	6.08437284465324
1	5.24138241395715
0	4.4123468126521
1	6.09652092425426
0	5.71394987569705
1	4.98301460378183
1	5.07445712766938
0	3.77042851338805
0	6.55462955510102
0	4.92901679294195
1	4.23804126220332
1	2.87003922698349
1	3.66905934182996
0	4.00169919284058
1	5.38483491977714
1	5.15341688157856
1	5.2053691302957
1	5.17868096566599
0	4.87268553494832
0	4.19954133794492
0	5.58543021699924
0	4.86178258848936
0	4.52210751391685
1	4.94610936518921
1	6.59706552024039
1	5.1624958588836
1	5.32118423151386
0	5.25859373657333
0	5.69975469683138
1	4.1852593177518
1	4.61880586601318
1	5.53441000439484
0	4.8620812657476
0	5.33739317452908
0	5.58671346465628
1	3.86947921911346
1	6.12856500903503
0	6.08794903507986
0	4.82047015654974
0	6.49508220800689
1	4.21616350340736
1	6.06073944161424
0	4.97063464723689
0	6.25916904371757
1	4.2166414496064
0	4.35775848928748
0	5.39988726550388
1	6.04449785928991
0	3.91192712205842
1	3.85753687437624
0	4.45275322257046
0	5.21614549344837
0	5.26970258300592
0	4.93385816330116
0	4.98170213544396
1	4.22716312899487
1	4.2569576642066
1	4.53116639144821
0	6.552915922387
0	4.70558301288438
1	3.64185098625114
0	4.39659349982225
1	5.62896109517825
0	3.34276250192379
1	4.31918761535903
0	3.36915801287966
0	4.95295317256604
1	3.90967979897312
1	5.75175044004232
1	5.05061014857076
0	5.48924494325299
1	4.87988020181096
1	4.01613310080305
0	5.24468741334554
1	4.04063423721721
0	5.37923091004159
1	4.54267326925736
0	6.94856848134179
0	4.35782968258603
0	4.30543108313474
0	4.48456001329718
0	4.89803756718625
1	5.12607360644066
0	5.28907110449095
1	4.76056762034089
0	6.24579040490278
1	4.54921733759469
1	5.26291146786372
0	5.34622328001957
1	5.01936870965877
0	5.80297260264446
